#ARG113-3  Hist_01190
     -180 0.064698000
     -174 0.100026000
     -168 0.126892000
     -162 0.125826000
     -156 0.095312000
     -150 0.057286000
     -144 0.027136000
     -138 0.010574000
     -132 0.003868000
     -126 0.001498000
     -120 0.000752000
     -114 0.000604000
     -108 0.000868000
     -102 0.001552000
      -96 0.003332000
      -90 0.008390000
      -84 0.019486000
      -78 0.038166000
      -72 0.059210000
      -66 0.067006000
      -60 0.056536000
      -54 0.033856000
      -48 0.015478000
      -42 0.005506000
      -36 0.001718000
      -30 0.000552000
      -24 0.000120000
      -18 0.000048000
      -12 0.000012000
       -6 0.000006000
        0 0.000004000
        6 0.000002000
       12 0.000002000
       18 0.000016000
       24 0.000022000
       30 0.000108000
       36 0.000240000
       42 0.000626000
       48 0.001350000
       54 0.001714000
       60 0.001724000
       66 0.001036000
       72 0.000478000
       78 0.000192000
       84 0.000072000
       90 0.000032000
       96 0.000026000
      102 0.000016000
      108 0.000014000
      114 0.000020000
      120 0.000026000
      126 0.000026000
      132 0.000046000
      138 0.000158000
      144 0.000402000
      150 0.001098000
      156 0.002910000
      162 0.007178000
      168 0.017416000
      174 0.036732000
