#TRP105-3  Hist_01100
     -180 0.021200000
     -174 0.016914000
     -168 0.010500000
     -162 0.005622000
     -156 0.002526000
     -150 0.001030000
     -144 0.000476000
     -138 0.000200000
     -132 0.000120000
     -126 0.000126000
     -120 0.000256000
     -114 0.000516000
     -108 0.001046000
     -102 0.002100000
      -96 0.004070000
      -90 0.009310000
      -84 0.021880000
      -78 0.046758000
      -72 0.093046000
      -66 0.159610000
      -60 0.198374000
      -54 0.168168000
      -48 0.096348000
      -42 0.040392000
      -36 0.013796000
      -30 0.004440000
      -24 0.001366000
      -18 0.000420000
      -12 0.000136000
       -6 0.000062000
        0 0.000032000
        6 0.000022000
       12 0.000010000
       18 0.000030000
       24 0.000072000
       30 0.000078000
       36 0.000196000
       42 0.000532000
       48 0.001184000
       54 0.002118000
       60 0.003016000
       66 0.003546000
       72 0.003690000
       78 0.003140000
       84 0.002662000
       90 0.002374000
       96 0.002152000
      102 0.001340000
      108 0.000654000
      114 0.000300000
      120 0.000164000
      126 0.000112000
      132 0.000138000
      138 0.000252000
      144 0.000532000
      150 0.001492000
      156 0.003798000
      162 0.008622000
      168 0.015496000
      174 0.021438000
