#GLU35-1  Hist_00360
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000006000
     -72 0.000012000
     -66 0.000054000
     -60 0.000142000
     -54 0.000332000
     -48 0.000732000
     -42 0.001564000
     -36 0.003552000
     -30 0.007624000
     -24 0.014436000
     -18 0.024508000
     -12 0.033534000
      -6 0.041228000
       0 0.045184000
       6 0.046316000
      12 0.044500000
      18 0.039876000
      24 0.030580000
      30 0.021802000
      36 0.013410000
      42 0.007586000
      48 0.004804000
      54 0.003416000
      60 0.002996000
      66 0.002898000
      72 0.003254000
      78 0.004512000
      84 0.007456000
      90 0.014242000
      96 0.030402000
     102 0.059946000
     108 0.098096000
     114 0.127798000
     120 0.120814000
     126 0.084574000
     132 0.040656000
     138 0.013616000
     144 0.003104000
     150 0.000390000
     156 0.000046000
     162 0.000002000
     168 0.000000000
     174 0.000000000
