#THR96-4  Hist_01004
    -180 0.004328000
    -174 0.003518000
    -168 0.002584000
    -162 0.001768000
    -156 0.001220000
    -150 0.000932000
    -144 0.000796000
    -138 0.000656000
    -132 0.000784000
    -126 0.000984000
    -120 0.001582000
    -114 0.002920000
    -108 0.005498000
    -102 0.011236000
     -96 0.022484000
     -90 0.041084000
     -84 0.062246000
     -78 0.078408000
     -72 0.080824000
     -66 0.066722000
     -60 0.047488000
     -54 0.031022000
     -48 0.020912000
     -42 0.014508000
     -36 0.010654000
     -30 0.007398000
     -24 0.005124000
     -18 0.003860000
     -12 0.002994000
      -6 0.002432000
       0 0.002354000
       6 0.002680000
      12 0.003084000
      18 0.004164000
      24 0.005604000
      30 0.007370000
      36 0.009790000
      42 0.012718000
      48 0.016876000
      54 0.023082000
      60 0.032912000
      66 0.043244000
      72 0.052880000
      78 0.055550000
      84 0.049868000
      90 0.039276000
      96 0.027574000
     102 0.017802000
     108 0.011068000
     114 0.007240000
     120 0.004758000
     126 0.003544000
     132 0.002778000
     138 0.002572000
     144 0.002762000
     150 0.003262000
     156 0.003880000
     162 0.004452000
     168 0.004974000
     174 0.004916000
