#THR96-3  Hist_01002
    -180 0.010852000
    -174 0.008980000
    -168 0.006428000
    -162 0.003382000
    -156 0.001332000
    -150 0.000366000
    -144 0.000086000
    -138 0.000036000
    -132 0.000016000
    -126 0.000006000
    -120 0.000008000
    -114 0.000024000
    -108 0.000064000
    -102 0.000236000
     -96 0.001536000
     -90 0.008980000
     -84 0.043756000
     -78 0.134712000
     -72 0.244684000
     -66 0.253280000
     -60 0.148854000
     -54 0.054366000
     -48 0.013968000
     -42 0.002958000
     -36 0.000646000
     -30 0.000168000
     -24 0.000026000
     -18 0.000012000
     -12 0.000004000
      -6 0.000006000
       0 0.000000000
       6 0.000000000
      12 0.000004000
      18 0.000010000
      24 0.000036000
      30 0.000094000
      36 0.000352000
      42 0.001006000
      48 0.002432000
      54 0.004514000
      60 0.006416000
      66 0.006752000
      72 0.004594000
      78 0.002434000
      84 0.001106000
      90 0.000414000
      96 0.000178000
     102 0.000062000
     108 0.000042000
     114 0.000020000
     120 0.000020000
     126 0.000032000
     132 0.000060000
     138 0.000170000
     144 0.000514000
     150 0.001452000
     156 0.003156000
     162 0.005662000
     168 0.008340000
     174 0.010356000
