#GLU120-1  Hist_01264
     -180 0.000612000
     -174 0.000034000
     -168 0.000002000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000002000
       54 0.000006000
       60 0.000018000
       66 0.000018000
       72 0.000066000
       78 0.000140000
       84 0.000216000
       90 0.000382000
       96 0.000816000
      102 0.001678000
      108 0.003364000
      114 0.007214000
      120 0.016932000
      126 0.039060000
      132 0.082212000
      138 0.146752000
      144 0.208694000
      150 0.219656000
      156 0.162978000
      162 0.080056000
      168 0.024518000
      174 0.004574000
