#GLU35-3  Hist_00364
    -180 0.144416000
    -174 0.081852000
    -168 0.032968000
    -162 0.013350000
    -156 0.006410000
    -150 0.002850000
    -144 0.001184000
    -138 0.000470000
    -132 0.000218000
    -126 0.000206000
    -120 0.000342000
    -114 0.000850000
    -108 0.002142000
    -102 0.004690000
     -96 0.009110000
     -90 0.016244000
     -84 0.028050000
     -78 0.047152000
     -72 0.070264000
     -66 0.085132000
     -60 0.074548000
     -54 0.043534000
     -48 0.017236000
     -42 0.004958000
     -36 0.001150000
     -30 0.000216000
     -24 0.000040000
     -18 0.000010000
     -12 0.000000000
      -6 0.000000000
       0 0.000004000
       6 0.000000000
      12 0.000002000
      18 0.000002000
      24 0.000004000
      30 0.000016000
      36 0.000018000
      42 0.000050000
      48 0.000208000
      54 0.000436000
      60 0.000988000
      66 0.001532000
      72 0.001642000
      78 0.001334000
      84 0.000834000
      90 0.000380000
      96 0.000156000
     102 0.000046000
     108 0.000018000
     114 0.000002000
     120 0.000006000
     126 0.000000000
     132 0.000004000
     138 0.000026000
     144 0.000208000
     150 0.001602000
     156 0.009200000
     162 0.037298000
     168 0.098652000
     174 0.155740000
