#ARG207-4  Hist_02172
     -180 0.162976000
     -174 0.123890000
     -168 0.073478000
     -162 0.033698000
     -156 0.014446000
     -150 0.006568000
     -144 0.004662000
     -138 0.005028000
     -132 0.005740000
     -126 0.005578000
     -120 0.003728000
     -114 0.001926000
     -108 0.001350000
     -102 0.001774000
      -96 0.003416000
      -90 0.005932000
      -84 0.009288000
      -78 0.013016000
      -72 0.017902000
      -66 0.019502000
      -60 0.015792000
      -54 0.009522000
      -48 0.004310000
      -42 0.001596000
      -36 0.000542000
      -30 0.000144000
      -24 0.000046000
      -18 0.000012000
      -12 0.000008000
       -6 0.000002000
        0 0.000006000
        6 0.000004000
       12 0.000006000
       18 0.000008000
       24 0.000020000
       30 0.000076000
       36 0.000234000
       42 0.000762000
       48 0.001762000
       54 0.003708000
       60 0.005270000
       66 0.006236000
       72 0.006180000
       78 0.005036000
       84 0.004090000
       90 0.003370000
       96 0.002412000
      102 0.001886000
      108 0.001856000
      114 0.001746000
      120 0.001726000
      126 0.001818000
      132 0.002272000
      138 0.003484000
      144 0.006136000
      150 0.012930000
      156 0.029730000
      162 0.066724000
      168 0.121388000
      174 0.163252000
