#ASN187-1  Hist_01954
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000002000
      -84 0.000032000
      -78 0.000192000
      -72 0.001088000
      -66 0.003490000
      -60 0.008628000
      -54 0.021448000
      -48 0.053846000
      -42 0.120508000
      -36 0.207414000
      -30 0.245294000
      -24 0.193526000
      -18 0.099874000
      -12 0.034500000
       -6 0.008428000
        0 0.001492000
        6 0.000214000
       12 0.000018000
       18 0.000002000
       24 0.000004000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
