#TYR59-5  Hist_00632
    -180 0.110674000
    -174 0.093324000
    -168 0.067252000
    -162 0.042414000
    -156 0.023686000
    -150 0.011318000
    -144 0.004894000
    -138 0.002076000
    -132 0.000782000
    -126 0.000282000
    -120 0.000130000
    -114 0.000074000
    -108 0.000058000
    -102 0.000018000
     -96 0.000016000
     -90 0.000016000
     -84 0.000024000
     -78 0.000020000
     -72 0.000034000
     -66 0.000050000
     -60 0.000084000
     -54 0.000198000
     -48 0.000330000
     -42 0.000566000
     -36 0.001010000
     -30 0.001524000
     -24 0.002450000
     -18 0.003482000
     -12 0.004662000
      -6 0.005954000
       0 0.006700000
       6 0.007440000
      12 0.007624000
      18 0.007422000
      24 0.006160000
      30 0.004882000
      36 0.003306000
      42 0.002032000
      48 0.001150000
      54 0.000702000
      60 0.000344000
      66 0.000182000
      72 0.000134000
      78 0.000100000
      84 0.000078000
      90 0.000084000
      96 0.000106000
     102 0.000254000
     108 0.000606000
     114 0.001270000
     120 0.003070000
     126 0.007000000
     132 0.014106000
     138 0.026140000
     144 0.042498000
     150 0.061626000
     156 0.082624000
     162 0.101310000
     168 0.114632000
     174 0.119016000
