#THR190-4  Hist_01992
     -180 0.027436000
     -174 0.027220000
     -168 0.025094000
     -162 0.021638000
     -156 0.017298000
     -150 0.013686000
     -144 0.010664000
     -138 0.008970000
     -132 0.008320000
     -126 0.008604000
     -120 0.010910000
     -114 0.016652000
     -108 0.028690000
     -102 0.048838000
      -96 0.076572000
      -90 0.100974000
      -84 0.106008000
      -78 0.083510000
      -72 0.051124000
      -66 0.023912000
      -60 0.009398000
      -54 0.003086000
      -48 0.001004000
      -42 0.000360000
      -36 0.000138000
      -30 0.000078000
      -24 0.000040000
      -18 0.000020000
      -12 0.000018000
       -6 0.000018000
        0 0.000018000
        6 0.000022000
       12 0.000046000
       18 0.000094000
       24 0.000236000
       30 0.000506000
       36 0.001284000
       42 0.002668000
       48 0.004728000
       54 0.007274000
       60 0.009922000
       66 0.012178000
       72 0.014268000
       78 0.016132000
       84 0.017160000
       90 0.016544000
       96 0.013856000
      102 0.011088000
      108 0.008608000
      114 0.007114000
      120 0.006270000
      126 0.006084000
      132 0.006728000
      138 0.007760000
      144 0.009250000
      150 0.011214000
      156 0.014354000
      162 0.017564000
      168 0.021640000
      174 0.025110000
