#GLN92-1  Hist_00958
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000004000
     -78 0.000066000
     -72 0.000648000
     -66 0.004492000
     -60 0.020318000
     -54 0.061114000
     -48 0.126940000
     -42 0.185478000
     -36 0.200986000
     -30 0.167270000
     -24 0.115338000
     -18 0.065444000
     -12 0.032408000
      -6 0.013408000
       0 0.004578000
       6 0.001156000
      12 0.000292000
      18 0.000046000
      24 0.000010000
      30 0.000000000
      36 0.000004000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
