#THR125-0  Hist_01312
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000018000
     -150 0.000092000
     -144 0.000278000
     -138 0.000728000
     -132 0.001350000
     -126 0.002062000
     -120 0.002934000
     -114 0.004572000
     -108 0.007660000
     -102 0.014404000
      -96 0.028868000
      -90 0.058576000
      -84 0.113282000
      -78 0.187452000
      -72 0.239134000
      -66 0.198880000
      -60 0.102752000
      -54 0.030570000
      -48 0.005688000
      -42 0.000644000
      -36 0.000054000
      -30 0.000000000
      -24 0.000002000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
