#VAL32-3  Hist_00334
    -180 0.101888000
    -174 0.101826000
    -168 0.080920000
    -162 0.045356000
    -156 0.016656000
    -150 0.004390000
    -144 0.000818000
    -138 0.000166000
    -132 0.000028000
    -126 0.000018000
    -120 0.000006000
    -114 0.000014000
    -108 0.000016000
    -102 0.000056000
     -96 0.000162000
     -90 0.000412000
     -84 0.000888000
     -78 0.001448000
     -72 0.001664000
     -66 0.001504000
     -60 0.001072000
     -54 0.000752000
     -48 0.000458000
     -42 0.000272000
     -36 0.000156000
     -30 0.000074000
     -24 0.000044000
     -18 0.000008000
     -12 0.000008000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000010000
      24 0.000040000
      30 0.000240000
      36 0.002170000
      42 0.011520000
      48 0.042686000
      54 0.092006000
      60 0.110816000
      66 0.073286000
      72 0.028052000
      78 0.006868000
      84 0.001234000
      90 0.000186000
      96 0.000032000
     102 0.000010000
     108 0.000010000
     114 0.000032000
     120 0.000088000
     126 0.000298000
     132 0.001020000
     138 0.003090000
     144 0.007616000
     150 0.016378000
     156 0.030450000
     162 0.049574000
     168 0.071390000
     174 0.089816000
