#MET46-1  Hist_00494
    -180 0.000738000
    -174 0.000084000
    -168 0.000010000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000002000
      48 0.000018000
      54 0.000056000
      60 0.000182000
      66 0.000456000
      72 0.000824000
      78 0.001646000
      84 0.002760000
      90 0.004522000
      96 0.007044000
     102 0.011524000
     108 0.019474000
     114 0.033614000
     120 0.058344000
     126 0.099842000
     132 0.146226000
     138 0.176316000
     144 0.169536000
     150 0.127060000
     156 0.080292000
     162 0.040288000
     168 0.015182000
     174 0.003960000
