#LEU38-1  Hist_00396
    -180 0.001976000
    -174 0.000196000
    -168 0.000018000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000012000
      60 0.000028000
      66 0.000080000
      72 0.000280000
      78 0.000524000
      84 0.001092000
      90 0.001986000
      96 0.003366000
     102 0.005484000
     108 0.009000000
     114 0.014500000
     120 0.019850000
     126 0.027642000
     132 0.047094000
     138 0.092088000
     144 0.165796000
     150 0.224492000
     156 0.203214000
     162 0.122064000
     168 0.047282000
     174 0.011936000
