#TYR158-3  Hist_01666
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000002000
     -120 0.000004000
     -114 0.000034000
     -108 0.000124000
     -102 0.000698000
      -96 0.003294000
      -90 0.013794000
      -84 0.048826000
      -78 0.127094000
      -72 0.234450000
      -66 0.277890000
      -60 0.194324000
      -54 0.077972000
      -48 0.018488000
      -42 0.002712000
      -36 0.000280000
      -30 0.000012000
      -24 0.000002000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
