#LEU33-3  Hist_00342
    -180 0.014526000
    -174 0.015548000
    -168 0.014594000
    -162 0.013624000
    -156 0.010844000
    -150 0.007792000
    -144 0.004820000
    -138 0.002956000
    -132 0.001730000
    -126 0.001334000
    -120 0.001126000
    -114 0.001460000
    -108 0.002204000
    -102 0.003706000
     -96 0.006184000
     -90 0.010862000
     -84 0.022374000
     -78 0.051410000
     -72 0.107108000
     -66 0.178164000
     -60 0.211022000
     -54 0.167614000
     -48 0.085578000
     -42 0.029890000
     -36 0.007586000
     -30 0.001524000
     -24 0.000248000
     -18 0.000044000
     -12 0.000004000
      -6 0.000004000
       0 0.000000000
       6 0.000002000
      12 0.000000000
      18 0.000004000
      24 0.000014000
      30 0.000070000
      36 0.000166000
      42 0.000306000
      48 0.000418000
      54 0.000510000
      60 0.000368000
      66 0.000288000
      72 0.000200000
      78 0.000128000
      84 0.000076000
      90 0.000028000
      96 0.000028000
     102 0.000000000
     108 0.000002000
     114 0.000002000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000004000
     144 0.000018000
     150 0.000142000
     156 0.000746000
     162 0.002560000
     168 0.006570000
     174 0.011470000
