#ASN83-4  Hist_00868
    -180 0.008930000
    -174 0.005220000
    -168 0.002528000
    -162 0.001212000
    -156 0.000542000
    -150 0.000208000
    -144 0.000086000
    -138 0.000058000
    -132 0.000034000
    -126 0.000040000
    -120 0.000036000
    -114 0.000038000
    -108 0.000062000
    -102 0.000094000
     -96 0.000116000
     -90 0.000128000
     -84 0.000118000
     -78 0.000096000
     -72 0.000048000
     -66 0.000030000
     -60 0.000012000
     -54 0.000002000
     -48 0.000006000
     -42 0.000002000
     -36 0.000002000
     -30 0.000002000
     -24 0.000002000
     -18 0.000002000
     -12 0.000002000
      -6 0.000008000
       0 0.000016000
       6 0.000026000
      12 0.000016000
      18 0.000026000
      24 0.000030000
      30 0.000032000
      36 0.000062000
      42 0.000152000
      48 0.000296000
      54 0.000738000
      60 0.002158000
      66 0.006092000
      72 0.015004000
      78 0.030624000
      84 0.048854000
      90 0.063210000
      96 0.066710000
     102 0.064086000
     108 0.063756000
     114 0.066852000
     120 0.073826000
     126 0.082638000
     132 0.086710000
     138 0.082826000
     144 0.070442000
     150 0.054638000
     156 0.038992000
     162 0.028146000
     168 0.019680000
     174 0.013698000
