#ASN197-4  Hist_02062
     -180 0.021240000
     -174 0.025022000
     -168 0.029590000
     -162 0.033658000
     -156 0.037426000
     -150 0.039882000
     -144 0.042726000
     -138 0.045174000
     -132 0.047946000
     -126 0.051146000
     -120 0.054210000
     -114 0.055972000
     -108 0.056380000
     -102 0.053634000
      -96 0.047094000
      -90 0.037064000
      -84 0.026012000
      -78 0.016328000
      -72 0.008860000
      -66 0.004664000
      -60 0.002136000
      -54 0.001184000
      -48 0.000584000
      -42 0.000508000
      -36 0.000462000
      -30 0.000714000
      -24 0.001014000
      -18 0.001678000
      -12 0.002510000
       -6 0.003566000
        0 0.004606000
        6 0.005042000
       12 0.005134000
       18 0.004506000
       24 0.003824000
       30 0.003014000
       36 0.002382000
       42 0.001956000
       48 0.001706000
       54 0.002200000
       60 0.003440000
       66 0.006540000
       72 0.011588000
       78 0.017128000
       84 0.019644000
       90 0.017778000
       96 0.013350000
      102 0.009450000
      108 0.007590000
      114 0.006772000
      120 0.006876000
      126 0.007128000
      132 0.007562000
      138 0.007876000
      144 0.008500000
      150 0.009440000
      156 0.010790000
      162 0.013052000
      168 0.014922000
      174 0.017820000
