#GLY68-0  Hist_00720
    -180 0.000072000
    -174 0.000056000
    -168 0.000072000
    -162 0.000050000
    -156 0.000046000
    -150 0.000036000
    -144 0.000038000
    -138 0.000028000
    -132 0.000026000
    -126 0.000020000
    -120 0.000020000
    -114 0.000048000
    -108 0.000024000
    -102 0.000040000
     -96 0.000024000
     -90 0.000036000
     -84 0.000018000
     -78 0.000012000
     -72 0.000008000
     -66 0.000004000
     -60 0.000002000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000002000
      30 0.000010000
      36 0.000070000
      42 0.000468000
      48 0.002484000
      54 0.011512000
      60 0.038138000
      66 0.090948000
      72 0.160232000
      78 0.202368000
      84 0.190292000
      90 0.139400000
      96 0.083040000
     102 0.042594000
     108 0.019966000
     114 0.008822000
     120 0.004048000
     126 0.001936000
     132 0.001062000
     138 0.000626000
     144 0.000412000
     150 0.000268000
     156 0.000234000
     162 0.000182000
     168 0.000120000
     174 0.000086000
