#ASN182-0  Hist_01898
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000002000
     -144 0.000008000
     -138 0.000066000
     -132 0.000212000
     -126 0.000636000
     -120 0.001644000
     -114 0.004378000
     -108 0.010816000
     -102 0.025988000
      -96 0.055984000
      -90 0.104464000
      -84 0.162782000
      -78 0.203536000
      -72 0.193498000
      -66 0.135182000
      -60 0.067766000
      -54 0.024942000
      -48 0.006630000
      -42 0.001200000
      -36 0.000228000
      -30 0.000034000
      -24 0.000004000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
