#ASN136-0  Hist_01420
     -180 0.000000000
     -174 0.000002000
     -168 0.000024000
     -162 0.000102000
     -156 0.000328000
     -150 0.000702000
     -144 0.001408000
     -138 0.002366000
     -132 0.003680000
     -126 0.005704000
     -120 0.009194000
     -114 0.015636000
     -108 0.028998000
     -102 0.053980000
      -96 0.097586000
      -90 0.153266000
      -84 0.194878000
      -78 0.188852000
      -72 0.135054000
      -66 0.071052000
      -60 0.027000000
      -54 0.007848000
      -48 0.001896000
      -42 0.000366000
      -36 0.000050000
      -30 0.000020000
      -24 0.000008000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
