#PRO81-1  Hist_00842
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000002000
     -96 0.000000000
     -90 0.000002000
     -84 0.000006000
     -78 0.000020000
     -72 0.000076000
     -66 0.000422000
     -60 0.001910000
     -54 0.007054000
     -48 0.022240000
     -42 0.054248000
     -36 0.103694000
     -30 0.152804000
     -24 0.176374000
     -18 0.162404000
     -12 0.122064000
      -6 0.074892000
       0 0.040590000
       6 0.019836000
      12 0.010298000
      18 0.006146000
      24 0.004280000
      30 0.003706000
      36 0.003232000
      42 0.003438000
      48 0.003702000
      54 0.004774000
      60 0.005542000
      66 0.005280000
      72 0.004460000
      78 0.002966000
      84 0.001652000
      90 0.001026000
      96 0.000470000
     102 0.000250000
     108 0.000072000
     114 0.000046000
     120 0.000014000
     126 0.000006000
     132 0.000002000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
