#ASN37-3  Hist_00388
    -180 0.115436000
    -174 0.115570000
    -168 0.085948000
    -162 0.048182000
    -156 0.021566000
    -150 0.008238000
    -144 0.002834000
    -138 0.001056000
    -132 0.000468000
    -126 0.000252000
    -120 0.000212000
    -114 0.000314000
    -108 0.000632000
    -102 0.001606000
     -96 0.004762000
     -90 0.012580000
     -84 0.030468000
     -78 0.057086000
     -72 0.083636000
     -66 0.090656000
     -60 0.069876000
     -54 0.040262000
     -48 0.016632000
     -42 0.005750000
     -36 0.001636000
     -30 0.000386000
     -24 0.000132000
     -18 0.000036000
     -12 0.000014000
      -6 0.000010000
       0 0.000004000
       6 0.000000000
      12 0.000012000
      18 0.000028000
      24 0.000060000
      30 0.000204000
      36 0.000600000
      42 0.001580000
      48 0.003250000
      54 0.005226000
      60 0.005946000
      66 0.005270000
      72 0.003314000
      78 0.001732000
      84 0.000784000
      90 0.000424000
      96 0.000226000
     102 0.000058000
     108 0.000032000
     114 0.000014000
     120 0.000024000
     126 0.000012000
     132 0.000036000
     138 0.000124000
     144 0.000446000
     150 0.001776000
     156 0.006022000
     162 0.018254000
     168 0.044574000
     174 0.083732000
