#GLU134-1  Hist_01398
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000006000
      -72 0.000016000
      -66 0.000032000
      -60 0.000064000
      -54 0.000116000
      -48 0.000218000
      -42 0.000388000
      -36 0.000778000
      -30 0.001808000
      -24 0.003594000
      -18 0.006078000
      -12 0.008782000
       -6 0.011018000
        0 0.011970000
        6 0.012066000
       12 0.012038000
       18 0.011398000
       24 0.010152000
       30 0.008722000
       36 0.008046000
       42 0.007476000
       48 0.007466000
       54 0.007202000
       60 0.006694000
       66 0.006726000
       72 0.007096000
       78 0.008268000
       84 0.012298000
       90 0.022360000
       96 0.045588000
      102 0.087990000
      108 0.140724000
      114 0.175050000
      120 0.164026000
      126 0.113420000
      132 0.056384000
      138 0.018928000
      144 0.004360000
      150 0.000574000
      156 0.000062000
      162 0.000012000
      168 0.000006000
      174 0.000000000
