#LEU196-4  Hist_02052
     -180 0.049356000
     -174 0.022082000
     -168 0.007642000
     -162 0.001964000
     -156 0.000392000
     -150 0.000070000
     -144 0.000010000
     -138 0.000002000
     -132 0.000002000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000004000
      -96 0.000016000
      -90 0.000076000
      -84 0.000238000
      -78 0.000628000
      -72 0.001110000
      -66 0.001674000
      -60 0.001936000
      -54 0.001780000
      -48 0.001174000
      -42 0.000688000
      -36 0.000284000
      -30 0.000108000
      -24 0.000016000
      -18 0.000006000
      -12 0.000002000
       -6 0.000000000
        0 0.000000000
        6 0.000002000
       12 0.000002000
       18 0.000006000
       24 0.000042000
       30 0.000182000
       36 0.000706000
       42 0.002778000
       48 0.008066000
       54 0.017230000
       60 0.027052000
       66 0.030092000
       72 0.024428000
       78 0.016626000
       84 0.011090000
       90 0.008288000
       96 0.007476000
      102 0.006594000
      108 0.005850000
      114 0.006084000
      120 0.007294000
      126 0.010778000
      132 0.018680000
      138 0.034612000
      144 0.061622000
      150 0.100170000
      156 0.137734000
      162 0.150008000
      168 0.128404000
      174 0.086844000
