#GLY150-0  Hist_01574
     -180 0.009120000
     -174 0.012652000
     -168 0.015676000
     -162 0.016118000
     -156 0.014778000
     -150 0.012000000
     -144 0.009254000
     -138 0.007368000
     -132 0.007114000
     -126 0.007272000
     -120 0.009010000
     -114 0.011620000
     -108 0.014682000
     -102 0.017412000
      -96 0.020102000
      -90 0.020258000
      -84 0.017638000
      -78 0.012886000
      -72 0.007596000
      -66 0.003806000
      -60 0.001324000
      -54 0.000390000
      -48 0.000094000
      -42 0.000022000
      -36 0.000002000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000004000
       18 0.000022000
       24 0.000136000
       30 0.000480000
       36 0.001670000
       42 0.005992000
       48 0.017814000
       54 0.042928000
       60 0.083384000
       66 0.124014000
       72 0.140386000
       78 0.125064000
       84 0.088892000
       90 0.053078000
       96 0.028182000
      102 0.014286000
      108 0.007196000
      114 0.003514000
      120 0.001904000
      126 0.001024000
      132 0.000644000
      138 0.000442000
      144 0.000378000
      150 0.000374000
      156 0.000588000
      162 0.001314000
      168 0.002658000
      174 0.005438000
