#ARG57-4  Hist_00600
    -180 0.203150000
    -174 0.215476000
    -168 0.155036000
    -162 0.072024000
    -156 0.021512000
    -150 0.004612000
    -144 0.000868000
    -138 0.000134000
    -132 0.000066000
    -126 0.000038000
    -120 0.000040000
    -114 0.000052000
    -108 0.000092000
    -102 0.000210000
     -96 0.000384000
     -90 0.000580000
     -84 0.000542000
     -78 0.000416000
     -72 0.000328000
     -66 0.000200000
     -60 0.000218000
     -54 0.000110000
     -48 0.000074000
     -42 0.000028000
     -36 0.000020000
     -30 0.000010000
     -24 0.000006000
     -18 0.000002000
     -12 0.000002000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000004000
      18 0.000000000
      24 0.000008000
      30 0.000020000
      36 0.000034000
      42 0.000166000
      48 0.000440000
      54 0.000996000
      60 0.001636000
      66 0.002402000
      72 0.003790000
      78 0.007530000
      84 0.013140000
      90 0.013872000
      96 0.007684000
     102 0.002386000
     108 0.000598000
     114 0.000232000
     120 0.000220000
     126 0.000310000
     132 0.000472000
     138 0.000712000
     144 0.001550000
     150 0.003866000
     156 0.011542000
     162 0.032096000
     168 0.075958000
     174 0.142106000
