#THR91-4  Hist_00954
    -180 0.025092000
    -174 0.023732000
    -168 0.021396000
    -162 0.017816000
    -156 0.014012000
    -150 0.010648000
    -144 0.008412000
    -138 0.006700000
    -132 0.005982000
    -126 0.006704000
    -120 0.008996000
    -114 0.015260000
    -108 0.028650000
    -102 0.051070000
     -96 0.082192000
     -90 0.110320000
     -84 0.118472000
     -78 0.096112000
     -72 0.059006000
     -66 0.028082000
     -60 0.010664000
     -54 0.003338000
     -48 0.001066000
     -42 0.000362000
     -36 0.000136000
     -30 0.000090000
     -24 0.000042000
     -18 0.000034000
     -12 0.000014000
      -6 0.000018000
       0 0.000008000
       6 0.000022000
      12 0.000018000
      18 0.000022000
      24 0.000036000
      30 0.000058000
      36 0.000086000
      42 0.000178000
      48 0.000336000
      54 0.000816000
      60 0.002444000
      66 0.005184000
      72 0.009790000
      78 0.015478000
      84 0.018936000
      90 0.019234000
      96 0.016282000
     102 0.012226000
     108 0.009292000
     114 0.007018000
     120 0.006098000
     126 0.006068000
     132 0.006730000
     138 0.008022000
     144 0.009808000
     150 0.012622000
     156 0.015180000
     162 0.018296000
     168 0.021606000
     174 0.023688000
