#GLN18-0  Hist_00184
    -180 0.000208000
    -174 0.001302000
    -168 0.005776000
    -162 0.016232000
    -156 0.032498000
    -150 0.051642000
    -144 0.066560000
    -138 0.073598000
    -132 0.071386000
    -126 0.065278000
    -120 0.060524000
    -114 0.057904000
    -108 0.058898000
    -102 0.064236000
     -96 0.071396000
     -90 0.077322000
     -84 0.077388000
     -78 0.065804000
     -72 0.044848000
     -66 0.023554000
     -60 0.009540000
     -54 0.003096000
     -48 0.000786000
     -42 0.000146000
     -36 0.000042000
     -30 0.000014000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000002000
     174 0.000018000
