#PRO138-5  Hist_01452
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000044000
      -54 0.002400000
      -48 0.023524000
      -42 0.075824000
      -36 0.102112000
      -30 0.072504000
      -24 0.035488000
      -18 0.014904000
      -12 0.008134000
       -6 0.007602000
        0 0.013068000
        6 0.029754000
       12 0.067674000
       18 0.131548000
       24 0.184126000
       30 0.155074000
       36 0.064980000
       42 0.010734000
       48 0.000500000
       54 0.000006000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
