#ARG156-1  Hist_01632
     -180 0.000442000
     -174 0.000034000
     -168 0.000002000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000004000
       54 0.000012000
       60 0.000024000
       66 0.000066000
       72 0.000278000
       78 0.000910000
       84 0.002808000
       90 0.008868000
       96 0.023896000
      102 0.053120000
      108 0.091906000
      114 0.123492000
      120 0.133348000
      126 0.127284000
      132 0.114056000
      138 0.100636000
      144 0.082260000
      150 0.062540000
      156 0.041314000
      162 0.021646000
      168 0.008710000
      174 0.002344000
