#MET135-0  Hist_01408
     -180 0.013240000
     -174 0.050938000
     -168 0.122372000
     -162 0.186062000
     -156 0.190202000
     -150 0.138506000
     -144 0.078246000
     -138 0.037952000
     -132 0.017638000
     -126 0.008530000
     -120 0.005304000
     -114 0.003830000
     -108 0.003494000
     -102 0.004340000
      -96 0.006336000
      -90 0.009696000
      -84 0.016234000
      -78 0.023356000
      -72 0.027266000
      -66 0.024496000
      -60 0.016922000
      -54 0.008120000
      -48 0.003180000
      -42 0.001008000
      -36 0.000322000
      -30 0.000068000
      -24 0.000028000
      -18 0.000012000
      -12 0.000002000
       -6 0.000002000
        0 0.000000000
        6 0.000000000
       12 0.000002000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000006000
      162 0.000014000
      168 0.000214000
      174 0.002062000
