#GLN106-1  Hist_01106
     -180 0.017210000
     -174 0.003978000
     -168 0.000740000
     -162 0.000104000
     -156 0.000018000
     -150 0.000008000
     -144 0.000004000
     -138 0.000004000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000002000
       84 0.000002000
       90 0.000004000
       96 0.000008000
      102 0.000048000
      108 0.000176000
      114 0.000460000
      120 0.001472000
      126 0.005110000
      132 0.015518000
      138 0.043604000
      144 0.100956000
      150 0.177148000
      156 0.231044000
      162 0.210748000
      168 0.133428000
      174 0.058206000
