#ARG57-5  Hist_00602
    -180 0.088980000
    -174 0.062632000
    -168 0.033312000
    -162 0.013398000
    -156 0.005140000
    -150 0.001804000
    -144 0.000706000
    -138 0.000374000
    -132 0.000258000
    -126 0.000258000
    -120 0.000348000
    -114 0.000582000
    -108 0.001260000
    -102 0.002888000
     -96 0.006746000
     -90 0.014674000
     -84 0.029344000
     -78 0.049266000
     -72 0.071902000
     -66 0.089530000
     -60 0.092542000
     -54 0.074154000
     -48 0.045476000
     -42 0.020806000
     -36 0.007696000
     -30 0.002384000
     -24 0.000682000
     -18 0.000208000
     -12 0.000068000
      -6 0.000022000
       0 0.000014000
       6 0.000008000
      12 0.000022000
      18 0.000012000
      24 0.000014000
      30 0.000044000
      36 0.000166000
      42 0.000508000
      48 0.002192000
      54 0.005850000
      60 0.012506000
      66 0.016840000
      72 0.015310000
      78 0.009588000
      84 0.004426000
      90 0.001652000
      96 0.000554000
     102 0.000162000
     108 0.000110000
     114 0.000060000
     120 0.000034000
     126 0.000072000
     132 0.000148000
     138 0.000436000
     144 0.001434000
     150 0.005108000
     156 0.014502000
     162 0.034614000
     168 0.065570000
     174 0.090604000
