#ASN88-3  Hist_00920
    -180 0.005168000
    -174 0.003714000
    -168 0.002392000
    -162 0.001284000
    -156 0.000678000
    -150 0.000292000
    -144 0.000118000
    -138 0.000052000
    -132 0.000024000
    -126 0.000024000
    -120 0.000014000
    -114 0.000018000
    -108 0.000040000
    -102 0.000308000
     -96 0.001164000
     -90 0.004924000
     -84 0.015978000
     -78 0.036540000
     -72 0.052984000
     -66 0.045782000
     -60 0.024424000
     -54 0.008276000
     -48 0.001930000
     -42 0.000330000
     -36 0.000044000
     -30 0.000010000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000002000
      18 0.000008000
      24 0.000016000
      30 0.000074000
      36 0.000140000
      42 0.000528000
      48 0.002130000
      54 0.009340000
      60 0.036064000
      66 0.102212000
      72 0.189582000
      78 0.216728000
      84 0.144220000
      90 0.056494000
      96 0.013076000
     102 0.001832000
     108 0.000166000
     114 0.000024000
     120 0.000020000
     126 0.000020000
     132 0.000028000
     138 0.000080000
     144 0.000260000
     150 0.000878000
     156 0.002330000
     162 0.004642000
     168 0.006214000
     174 0.006378000
