#GLN18-3  Hist_00190
    -180 0.041728000
    -174 0.034846000
    -168 0.023118000
    -162 0.012148000
    -156 0.005540000
    -150 0.002132000
    -144 0.000858000
    -138 0.000366000
    -132 0.000248000
    -126 0.000224000
    -120 0.000306000
    -114 0.000780000
    -108 0.001580000
    -102 0.002774000
     -96 0.004948000
     -90 0.010328000
     -84 0.023928000
     -78 0.049726000
     -72 0.085318000
     -66 0.117256000
     -60 0.122734000
     -54 0.096428000
     -48 0.058276000
     -42 0.028640000
     -36 0.011372000
     -30 0.003700000
     -24 0.001074000
     -18 0.000318000
     -12 0.000082000
      -6 0.000036000
       0 0.000010000
       6 0.000024000
      12 0.000024000
      18 0.000034000
      24 0.000158000
      30 0.000486000
      36 0.001778000
      42 0.006326000
      48 0.016814000
      54 0.032568000
      60 0.042476000
      66 0.037658000
      72 0.024032000
      78 0.012008000
      84 0.004904000
      90 0.001864000
      96 0.000692000
     102 0.000258000
     108 0.000086000
     114 0.000034000
     120 0.000020000
     126 0.000030000
     132 0.000038000
     138 0.000106000
     144 0.000336000
     150 0.001234000
     156 0.003846000
     162 0.011184000
     168 0.023594000
     174 0.036566000
