#PRO138-1  Hist_01444
     -180 0.008550000
     -174 0.002362000
     -168 0.000570000
     -162 0.000122000
     -156 0.000016000
     -150 0.000012000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000004000
      -72 0.000006000
      -66 0.000026000
      -60 0.000108000
      -54 0.000476000
      -48 0.001088000
      -42 0.002638000
      -36 0.005170000
      -30 0.008076000
      -24 0.010020000
      -18 0.010800000
      -12 0.009298000
       -6 0.006904000
        0 0.004378000
        6 0.002460000
       12 0.001368000
       18 0.000984000
       24 0.000858000
       30 0.000820000
       36 0.001066000
       42 0.001424000
       48 0.002288000
       54 0.003274000
       60 0.004818000
       66 0.006020000
       72 0.006936000
       78 0.006934000
       84 0.006420000
       90 0.006026000
       96 0.006054000
      102 0.006874000
      108 0.008314000
      114 0.011574000
      120 0.019282000
      126 0.033498000
      132 0.057284000
      138 0.093130000
      144 0.133196000
      150 0.158334000
      156 0.151074000
      162 0.111282000
      168 0.061586000
      174 0.026198000
