#GLU21-0  Hist_00224
    -180 0.000000000
    -174 0.000044000
    -168 0.000328000
    -162 0.002022000
    -156 0.007774000
    -150 0.020056000
    -144 0.039136000
    -138 0.059244000
    -132 0.076312000
    -126 0.083258000
    -120 0.083742000
    -114 0.081960000
    -108 0.082452000
    -102 0.084880000
     -96 0.090554000
     -90 0.091334000
     -84 0.081620000
     -78 0.060452000
     -72 0.034584000
     -66 0.014438000
     -60 0.004586000
     -54 0.001040000
     -48 0.000146000
     -42 0.000028000
     -36 0.000010000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
