#GLY151-0  Hist_01580
     -180 0.115598000
     -174 0.084346000
     -168 0.052646000
     -162 0.028200000
     -156 0.013800000
     -150 0.006478000
     -144 0.003096000
     -138 0.001796000
     -132 0.001086000
     -126 0.000778000
     -120 0.000726000
     -114 0.000802000
     -108 0.001140000
     -102 0.001796000
      -96 0.002632000
      -90 0.003558000
      -84 0.004070000
      -78 0.003880000
      -72 0.002984000
      -66 0.001814000
      -60 0.000898000
      -54 0.000328000
      -48 0.000126000
      -42 0.000048000
      -36 0.000014000
      -30 0.000002000
      -24 0.000000000
      -18 0.000002000
      -12 0.000000000
       -6 0.000000000
        0 0.000002000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000002000
       36 0.000016000
       42 0.000050000
       48 0.000120000
       54 0.000436000
       60 0.000884000
       66 0.001770000
       72 0.003046000
       78 0.004386000
       84 0.005482000
       90 0.006080000
       96 0.006334000
      102 0.006834000
      108 0.007172000
      114 0.007790000
      120 0.009742000
      126 0.012544000
      132 0.017370000
      138 0.025626000
      144 0.038322000
      150 0.057400000
      156 0.082476000
      162 0.110020000
      168 0.130302000
      174 0.133150000
