#ARG207-0  Hist_02164
     -180 0.000396000
     -174 0.001414000
     -168 0.004146000
     -162 0.009410000
     -156 0.017842000
     -150 0.026876000
     -144 0.031048000
     -138 0.028426000
     -132 0.022130000
     -126 0.016724000
     -120 0.013852000
     -114 0.012410000
     -108 0.013606000
     -102 0.017370000
      -96 0.027044000
      -90 0.045618000
      -84 0.076106000
      -78 0.120464000
      -72 0.156670000
      -66 0.157496000
      -60 0.113598000
      -54 0.058244000
      -48 0.021146000
      -42 0.006050000
      -36 0.001454000
      -30 0.000272000
      -24 0.000060000
      -18 0.000026000
      -12 0.000004000
       -6 0.000004000
        0 0.000000000
        6 0.000000000
       12 0.000002000
       18 0.000000000
       24 0.000002000
       30 0.000012000
       36 0.000004000
       42 0.000010000
       48 0.000002000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000004000
      174 0.000058000
