#TYR24-0  Hist_00242
    -180 0.000000000
    -174 0.000000000
    -168 0.000018000
    -162 0.000210000
    -156 0.001568000
    -150 0.007620000
    -144 0.022128000
    -138 0.046792000
    -132 0.075066000
    -126 0.101624000
    -120 0.122026000
    -114 0.133728000
    -108 0.135856000
    -102 0.124184000
     -96 0.101194000
     -90 0.069738000
     -84 0.037134000
     -78 0.015528000
     -72 0.004508000
     -66 0.000906000
     -60 0.000152000
     -54 0.000016000
     -48 0.000004000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
