#SER30-3  Hist_00312
    -180 0.034640000
    -174 0.034306000
    -168 0.029272000
    -162 0.021540000
    -156 0.012874000
    -150 0.005952000
    -144 0.002478000
    -138 0.001096000
    -132 0.000438000
    -126 0.000166000
    -120 0.000092000
    -114 0.000042000
    -108 0.000026000
    -102 0.000046000
     -96 0.000086000
     -90 0.000258000
     -84 0.000804000
     -78 0.002188000
     -72 0.005062000
     -66 0.008524000
     -60 0.010454000
     -54 0.008664000
     -48 0.004814000
     -42 0.001926000
     -36 0.000576000
     -30 0.000168000
     -24 0.000038000
     -18 0.000014000
     -12 0.000010000
      -6 0.000000000
       0 0.000006000
       6 0.000006000
      12 0.000012000
      18 0.000016000
      24 0.000054000
      30 0.000312000
      36 0.001658000
      42 0.008220000
      48 0.032102000
      54 0.087552000
      60 0.159450000
      66 0.191698000
      72 0.149248000
      78 0.073066000
      84 0.026036000
      90 0.007386000
      96 0.002106000
     102 0.000642000
     108 0.000330000
     114 0.000172000
     120 0.000094000
     126 0.000102000
     132 0.000186000
     138 0.000358000
     144 0.000902000
     150 0.002496000
     156 0.006010000
     162 0.012206000
     168 0.021090000
     174 0.029930000
