#GLY80-0  Hist_00834
    -180 0.014240000
    -174 0.008884000
    -168 0.004828000
    -162 0.002378000
    -156 0.001100000
    -150 0.000430000
    -144 0.000192000
    -138 0.000080000
    -132 0.000030000
    -126 0.000008000
    -120 0.000008000
    -114 0.000004000
    -108 0.000004000
    -102 0.000000000
     -96 0.000000000
     -90 0.000002000
     -84 0.000000000
     -78 0.000002000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000002000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000004000
      42 0.000008000
      48 0.000044000
      54 0.000266000
      60 0.001278000
      66 0.005064000
      72 0.014252000
      78 0.031452000
      84 0.054978000
      90 0.075492000
      96 0.089768000
     102 0.092334000
     108 0.087200000
     114 0.077638000
     120 0.067596000
     126 0.058860000
     132 0.052174000
     138 0.049178000
     144 0.046224000
     150 0.043322000
     156 0.039364000
     162 0.033644000
     168 0.027154000
     174 0.020514000
