#GLN74-3  Hist_00766
    -180 0.008278000
    -174 0.009874000
    -168 0.007924000
    -162 0.004248000
    -156 0.001852000
    -150 0.000980000
    -144 0.000666000
    -138 0.000338000
    -132 0.000154000
    -126 0.000086000
    -120 0.000044000
    -114 0.000104000
    -108 0.000330000
    -102 0.000784000
     -96 0.002712000
     -90 0.009682000
     -84 0.033860000
     -78 0.094252000
     -72 0.183950000
     -66 0.236388000
     -60 0.205572000
     -54 0.123402000
     -48 0.050380000
     -42 0.013508000
     -36 0.002606000
     -30 0.000386000
     -24 0.000054000
     -18 0.000006000
     -12 0.000002000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000002000
      18 0.000000000
      24 0.000000000
      30 0.000002000
      36 0.000008000
      42 0.000024000
      48 0.000022000
      54 0.000046000
      60 0.000072000
      66 0.000078000
      72 0.000058000
      78 0.000068000
      84 0.000046000
      90 0.000026000
      96 0.000012000
     102 0.000002000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000002000
     138 0.000002000
     144 0.000012000
     150 0.000032000
     156 0.000172000
     162 0.000518000
     168 0.001812000
     174 0.004562000
