#PRO112-3  Hist_01166
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000062000
      -48 0.002390000
      -42 0.027660000
      -36 0.111934000
      -30 0.202464000
      -24 0.191956000
      -18 0.113916000
      -12 0.049696000
       -6 0.020102000
        0 0.011452000
        6 0.014656000
       12 0.031324000
       18 0.062500000
       24 0.084182000
       30 0.057986000
       36 0.016286000
       42 0.001410000
       48 0.000024000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
