#ILE4-4   Hist_00046
    -180 0.078752000
    -174 0.044942000
    -168 0.020542000
    -162 0.007310000
    -156 0.002000000
    -150 0.000464000
    -144 0.000124000
    -138 0.000024000
    -132 0.000010000
    -126 0.000008000
    -120 0.000004000
    -114 0.000008000
    -108 0.000018000
    -102 0.000054000
     -96 0.000132000
     -90 0.000262000
     -84 0.000420000
     -78 0.000562000
     -72 0.000962000
     -66 0.001244000
     -60 0.001318000
     -54 0.000774000
     -48 0.000358000
     -42 0.000070000
     -36 0.000022000
     -30 0.000006000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000002000
      12 0.000000000
      18 0.000004000
      24 0.000006000
      30 0.000014000
      36 0.000036000
      42 0.000080000
      48 0.000144000
      54 0.000166000
      60 0.000212000
      66 0.000222000
      72 0.000136000
      78 0.000110000
      84 0.000100000
      90 0.000098000
      96 0.000092000
     102 0.000122000
     108 0.000126000
     114 0.000218000
     120 0.000502000
     126 0.001544000
     132 0.004464000
     138 0.014926000
     144 0.044992000
     150 0.104686000
     156 0.171186000
     162 0.198600000
     168 0.172210000
     174 0.124612000
