#PRO87-3  Hist_00902
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000004000
     -48 0.000452000
     -42 0.006012000
     -36 0.026514000
     -30 0.053824000
     -24 0.059976000
     -18 0.043164000
     -12 0.024914000
      -6 0.014182000
       0 0.009814000
       6 0.013620000
      12 0.040030000
      18 0.125554000
      24 0.253048000
      30 0.237354000
      36 0.082898000
      42 0.008438000
      48 0.000202000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
