#GLU210-4  Hist_02236
     -180 0.022326000
     -174 0.018334000
     -168 0.013190000
     -162 0.008470000
     -156 0.004912000
     -150 0.002912000
     -144 0.001892000
     -138 0.001338000
     -132 0.001130000
     -126 0.001182000
     -120 0.001624000
     -114 0.002484000
     -108 0.004276000
     -102 0.007884000
      -96 0.014944000
      -90 0.024248000
      -84 0.030440000
      -78 0.031550000
      -72 0.026238000
      -66 0.019474000
      -60 0.013584000
      -54 0.007624000
      -48 0.003696000
      -42 0.001542000
      -36 0.000530000
      -30 0.000108000
      -24 0.000052000
      -18 0.000020000
      -12 0.000018000
       -6 0.000018000
        0 0.000054000
        6 0.000056000
       12 0.000172000
       18 0.000616000
       24 0.002078000
       30 0.007424000
       36 0.023276000
       42 0.056850000
       48 0.101126000
       54 0.129094000
       60 0.120476000
       66 0.089776000
       72 0.055558000
       78 0.029832000
       84 0.014314000
       90 0.006630000
       96 0.003052000
      102 0.001506000
      108 0.000958000
      114 0.000748000
      120 0.000686000
      126 0.000854000
      132 0.001244000
      138 0.002192000
      144 0.003962000
      150 0.007048000
      156 0.011898000
      162 0.017164000
      168 0.021440000
      174 0.023876000
