#TYR171-1  Hist_01816
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000002000
      -90 0.000014000
      -84 0.000096000
      -78 0.000766000
      -72 0.006492000
      -66 0.036390000
      -60 0.123340000
      -54 0.250148000
      -48 0.290608000
      -42 0.192264000
      -36 0.075322000
      -30 0.019122000
      -24 0.004050000
      -18 0.000876000
      -12 0.000270000
       -6 0.000126000
        0 0.000060000
        6 0.000028000
       12 0.000022000
       18 0.000004000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
