#ASN102-3  Hist_01066
     -180 0.030866000
     -174 0.035580000
     -168 0.031944000
     -162 0.021812000
     -156 0.011640000
     -150 0.005254000
     -144 0.002462000
     -138 0.001124000
     -132 0.000520000
     -126 0.000524000
     -120 0.000542000
     -114 0.000972000
     -108 0.002100000
     -102 0.005170000
      -96 0.013534000
      -90 0.033962000
      -84 0.070508000
      -78 0.118384000
      -72 0.149750000
      -66 0.147554000
      -60 0.113888000
      -54 0.067214000
      -48 0.031334000
      -42 0.012442000
      -36 0.004498000
      -30 0.001422000
      -24 0.000522000
      -18 0.000218000
      -12 0.000094000
       -6 0.000058000
        0 0.000050000
        6 0.000042000
       12 0.000074000
       18 0.000112000
       24 0.000222000
       30 0.000466000
       36 0.001302000
       42 0.003088000
       48 0.005864000
       54 0.008314000
       60 0.008846000
       66 0.006980000
       72 0.004308000
       78 0.002356000
       84 0.001166000
       90 0.000648000
       96 0.000304000
      102 0.000168000
      108 0.000086000
      114 0.000090000
      120 0.000070000
      126 0.000072000
      132 0.000082000
      138 0.000126000
      144 0.000252000
      150 0.000790000
      156 0.002044000
      162 0.005092000
      168 0.011086000
      174 0.020008000
