#ASN190-4  Hist_02020
     -180 0.020230000
     -174 0.011360000
     -168 0.008848000
     -162 0.009718000
     -156 0.012110000
     -150 0.014188000
     -144 0.015430000
     -138 0.014438000
     -132 0.011686000
     -126 0.007904000
     -120 0.004826000
     -114 0.003034000
     -108 0.002172000
     -102 0.001986000
      -96 0.002128000
      -90 0.002216000
      -84 0.002416000
      -78 0.002298000
      -72 0.002308000
      -66 0.001982000
      -60 0.001554000
      -54 0.001294000
      -48 0.001100000
      -42 0.000880000
      -36 0.000660000
      -30 0.000472000
      -24 0.000324000
      -18 0.000246000
      -12 0.000182000
       -6 0.000126000
        0 0.000106000
        6 0.000082000
       12 0.000070000
       18 0.000074000
       24 0.000060000
       30 0.000068000
       36 0.000094000
       42 0.000160000
       48 0.000276000
       54 0.000430000
       60 0.000652000
       66 0.000858000
       72 0.001022000
       78 0.001108000
       84 0.001114000
       90 0.001034000
       96 0.001086000
      102 0.001530000
      108 0.003264000
      114 0.006902000
      120 0.015900000
      126 0.033578000
      132 0.061326000
      138 0.096796000
      144 0.128952000
      150 0.143598000
      156 0.133388000
      162 0.102724000
      168 0.067230000
      174 0.038402000
