#TYR171-5  Hist_01824
     -180 0.043074000
     -174 0.039132000
     -168 0.031512000
     -162 0.022914000
     -156 0.015142000
     -150 0.008924000
     -144 0.004628000
     -138 0.002398000
     -132 0.001088000
     -126 0.000458000
     -120 0.000194000
     -114 0.000094000
     -108 0.000050000
     -102 0.000024000
      -96 0.000014000
      -90 0.000024000
      -84 0.000036000
      -78 0.000056000
      -72 0.000112000
      -66 0.000266000
      -60 0.000604000
      -54 0.001358000
      -48 0.003218000
      -42 0.006964000
      -36 0.014070000
      -30 0.025156000
      -24 0.039836000
      -18 0.056840000
      -12 0.072062000
       -6 0.082748000
        0 0.086326000
        6 0.079792000
       12 0.067728000
       18 0.051090000
       24 0.034632000
       30 0.020602000
       36 0.011164000
       42 0.005132000
       48 0.002298000
       54 0.000944000
       60 0.000444000
       66 0.000158000
       72 0.000088000
       78 0.000042000
       84 0.000050000
       90 0.000036000
       96 0.000054000
      102 0.000058000
      108 0.000126000
      114 0.000222000
      120 0.000534000
      126 0.001114000
      132 0.002266000
      138 0.004588000
      144 0.008504000
      150 0.014562000
      156 0.022074000
      162 0.030922000
      168 0.038232000
      174 0.043222000
