#GLU44-4  Hist_00448
    -180 0.015046000
    -174 0.012462000
    -168 0.009448000
    -162 0.006080000
    -156 0.003962000
    -150 0.002422000
    -144 0.001320000
    -138 0.000830000
    -132 0.000596000
    -126 0.000514000
    -120 0.000722000
    -114 0.001272000
    -108 0.003252000
    -102 0.007128000
     -96 0.012418000
     -90 0.019318000
     -84 0.030124000
     -78 0.045452000
     -72 0.066558000
     -66 0.087124000
     -60 0.093590000
     -54 0.082666000
     -48 0.058756000
     -42 0.034068000
     -36 0.016396000
     -30 0.007292000
     -24 0.002908000
     -18 0.001242000
     -12 0.000684000
      -6 0.000302000
       0 0.000220000
       6 0.000180000
      12 0.000214000
      18 0.000284000
      24 0.000510000
      30 0.001266000
      36 0.003408000
      42 0.009266000
      48 0.021338000
      54 0.038942000
      60 0.053338000
      66 0.055374000
      72 0.044956000
      78 0.031874000
      84 0.021478000
      90 0.014208000
      96 0.008478000
     102 0.003696000
     108 0.001408000
     114 0.000664000
     120 0.000656000
     126 0.000786000
     132 0.001076000
     138 0.001718000
     144 0.003108000
     150 0.005364000
     156 0.008778000
     162 0.012522000
     168 0.015136000
     174 0.015802000
