#THR15-4  Hist_00144
    -180 0.008568000
    -174 0.007792000
    -168 0.006850000
    -162 0.006428000
    -156 0.005870000
    -150 0.005380000
    -144 0.004726000
    -138 0.004168000
    -132 0.003704000
    -126 0.003694000
    -120 0.003814000
    -114 0.005462000
    -108 0.009756000
    -102 0.020870000
     -96 0.043010000
     -90 0.078430000
     -84 0.110596000
     -78 0.123532000
     -72 0.104804000
     -66 0.069098000
     -60 0.037742000
     -54 0.018452000
     -48 0.008570000
     -42 0.004154000
     -36 0.002096000
     -30 0.001212000
     -24 0.000778000
     -18 0.000480000
     -12 0.000370000
      -6 0.000360000
       0 0.000378000
       6 0.000444000
      12 0.000606000
      18 0.000928000
      24 0.001844000
      30 0.003210000
      36 0.006206000
      42 0.010426000
      48 0.016840000
      54 0.023848000
      60 0.028890000
      66 0.030350000
      72 0.028502000
      78 0.022766000
      84 0.016724000
      90 0.011934000
      96 0.008148000
     102 0.006078000
     108 0.004852000
     114 0.004188000
     120 0.003988000
     126 0.004310000
     132 0.004944000
     138 0.005804000
     144 0.006798000
     150 0.007944000
     156 0.009264000
     162 0.009608000
     168 0.010056000
     174 0.009356000
