#THR15-0  Hist_00136
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000004000
    -144 0.000004000
    -138 0.000012000
    -132 0.000020000
    -126 0.000024000
    -120 0.000054000
    -114 0.000100000
    -108 0.000222000
    -102 0.000756000
     -96 0.002666000
     -90 0.010380000
     -84 0.036770000
     -78 0.103988000
     -72 0.205842000
     -66 0.264328000
     -60 0.216488000
     -54 0.111466000
     -48 0.036848000
     -42 0.008372000
     -36 0.001404000
     -30 0.000210000
     -24 0.000038000
     -18 0.000004000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
