#ARG88-7  Hist_00922
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000002000
     -54 0.000020000
     -48 0.000098000
     -42 0.000616000
     -36 0.003034000
     -30 0.012088000
     -24 0.036332000
     -18 0.086300000
     -12 0.155306000
      -6 0.207616000
       0 0.207122000
       6 0.153384000
      12 0.085978000
      18 0.036152000
      24 0.011866000
      30 0.003284000
      36 0.000648000
      42 0.000122000
      48 0.000028000
      54 0.000004000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
