#GLU75-1  Hist_00776
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000002000
     -78 0.000010000
     -72 0.000084000
     -66 0.000768000
     -60 0.003912000
     -54 0.017046000
     -48 0.052378000
     -42 0.112528000
     -36 0.173862000
     -30 0.200052000
     -24 0.175986000
     -18 0.126526000
     -12 0.074198000
      -6 0.036888000
       0 0.015720000
       6 0.006166000
      12 0.002354000
      18 0.000822000
      24 0.000366000
      30 0.000142000
      36 0.000074000
      42 0.000056000
      48 0.000030000
      54 0.000022000
      60 0.000004000
      66 0.000002000
      72 0.000000000
      78 0.000002000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
