#MET174-3  Hist_01856
     -180 0.132326000
     -174 0.097316000
     -168 0.053968000
     -162 0.023666000
     -156 0.008760000
     -150 0.003140000
     -144 0.001202000
     -138 0.000384000
     -132 0.000192000
     -126 0.000106000
     -120 0.000168000
     -114 0.000234000
     -108 0.000580000
     -102 0.001216000
      -96 0.002884000
      -90 0.007630000
      -84 0.018064000
      -78 0.034816000
      -72 0.050182000
      -66 0.053008000
      -60 0.039416000
      -54 0.021906000
      -48 0.009010000
      -42 0.003156000
      -36 0.000930000
      -30 0.000298000
      -24 0.000074000
      -18 0.000024000
      -12 0.000006000
       -6 0.000010000
        0 0.000004000
        6 0.000010000
       12 0.000008000
       18 0.000008000
       24 0.000044000
       30 0.000154000
       36 0.000578000
       42 0.002216000
       48 0.006976000
       54 0.016034000
       60 0.025894000
       66 0.028814000
       72 0.024210000
       78 0.015458000
       84 0.008456000
       90 0.003938000
       96 0.001554000
      102 0.000620000
      108 0.000280000
      114 0.000154000
      120 0.000106000
      126 0.000098000
      132 0.000174000
      138 0.000484000
      144 0.001410000
      150 0.005098000
      156 0.017216000
      162 0.047314000
      168 0.095212000
      174 0.132806000
