#ASN138-3  Hist_01442
     -180 0.100244000
     -174 0.101560000
     -168 0.069982000
     -162 0.034976000
     -156 0.012886000
     -150 0.003504000
     -144 0.000854000
     -138 0.000336000
     -132 0.000190000
     -126 0.000144000
     -120 0.000194000
     -114 0.000264000
     -108 0.000544000
     -102 0.001362000
      -96 0.003720000
      -90 0.009372000
      -84 0.022626000
      -78 0.042966000
      -72 0.066470000
      -66 0.076730000
      -60 0.068446000
      -54 0.046716000
      -48 0.024890000
      -42 0.010394000
      -36 0.003880000
      -30 0.001192000
      -24 0.000320000
      -18 0.000136000
      -12 0.000056000
       -6 0.000052000
        0 0.000064000
        6 0.000148000
       12 0.000278000
       18 0.000632000
       24 0.001460000
       30 0.003392000
       36 0.007156000
       42 0.012106000
       48 0.019364000
       54 0.031086000
       60 0.042994000
       66 0.041646000
       72 0.024876000
       78 0.009326000
       84 0.002522000
       90 0.000472000
       96 0.000112000
      102 0.000012000
      108 0.000000000
      114 0.000000000
      120 0.000002000
      126 0.000000000
      132 0.000000000
      138 0.000004000
      144 0.000026000
      150 0.000198000
      156 0.001274000
      162 0.006818000
      168 0.025380000
      174 0.063646000
