#GLU162-0  Hist_01706
     -180 0.000000000
     -174 0.000000000
     -168 0.000002000
     -162 0.000000000
     -156 0.000000000
     -150 0.000004000
     -144 0.000014000
     -138 0.000018000
     -132 0.000030000
     -126 0.000054000
     -120 0.000108000
     -114 0.000180000
     -108 0.000444000
     -102 0.001368000
      -96 0.004890000
      -90 0.017890000
      -84 0.056074000
      -78 0.138106000
      -72 0.235112000
      -66 0.256436000
      -60 0.178728000
      -54 0.079654000
      -48 0.024284000
      -42 0.005478000
      -36 0.000968000
      -30 0.000142000
      -24 0.000012000
      -18 0.000002000
      -12 0.000002000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
