#LYS69-6  Hist_00710
    -180 0.155712000
    -174 0.123688000
    -168 0.077576000
    -162 0.040132000
    -156 0.017926000
    -150 0.007520000
    -144 0.003186000
    -138 0.001450000
    -132 0.000886000
    -126 0.000630000
    -120 0.000602000
    -114 0.000862000
    -108 0.001154000
    -102 0.002266000
     -96 0.004064000
     -90 0.006906000
     -84 0.010730000
     -78 0.013724000
     -72 0.014698000
     -66 0.011854000
     -60 0.007456000
     -54 0.004176000
     -48 0.001850000
     -42 0.000588000
     -36 0.000256000
     -30 0.000052000
     -24 0.000026000
     -18 0.000014000
     -12 0.000004000
      -6 0.000002000
       0 0.000006000
       6 0.000002000
      12 0.000006000
      18 0.000026000
      24 0.000076000
      30 0.000258000
      36 0.000848000
      42 0.002346000
      48 0.005230000
      54 0.010724000
      60 0.015790000
      66 0.017856000
      72 0.016150000
      78 0.011228000
      84 0.006636000
      90 0.003544000
      96 0.001900000
     102 0.001064000
     108 0.000710000
     114 0.000562000
     120 0.000600000
     126 0.000816000
     132 0.001446000
     138 0.002934000
     144 0.006728000
     150 0.015270000
     156 0.034720000
     162 0.068194000
     168 0.114018000
     174 0.150322000
