#MET34-3  Hist_00346
    -180 0.038132000
    -174 0.027222000
    -168 0.014784000
    -162 0.006992000
    -156 0.003346000
    -150 0.001616000
    -144 0.001006000
    -138 0.000720000
    -132 0.000624000
    -126 0.000670000
    -120 0.000698000
    -114 0.000926000
    -108 0.001440000
    -102 0.002458000
     -96 0.005020000
     -90 0.010456000
     -84 0.020848000
     -78 0.038134000
     -72 0.062422000
     -66 0.086902000
     -60 0.099872000
     -54 0.090286000
     -48 0.061884000
     -42 0.031736000
     -36 0.012186000
     -30 0.003474000
     -24 0.000824000
     -18 0.000178000
     -12 0.000028000
      -6 0.000016000
       0 0.000002000
       6 0.000006000
      12 0.000004000
      18 0.000006000
      24 0.000012000
      30 0.000084000
      36 0.000410000
      42 0.002442000
      48 0.010996000
      54 0.033682000
      60 0.065090000
      66 0.078142000
      72 0.057780000
      78 0.028414000
      84 0.010058000
      90 0.002770000
      96 0.000672000
     102 0.000190000
     108 0.000068000
     114 0.000024000
     120 0.000034000
     126 0.000046000
     132 0.000032000
     138 0.000100000
     144 0.000394000
     150 0.001386000
     156 0.004592000
     162 0.013138000
     168 0.026162000
     174 0.038364000
